strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq_top_30_then_score,2026-03-10,2026-03-11,2026-03-24,10,1,5,300900,广联航空,,0,score,81.08,81.08,28.18,71.77,,,,,,,43.64,35.08,-0.19615032080659955
liq_top_30_then_score,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,score,80.2,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq_top_20_then_bs_v2,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,bs_score_v2,75.33,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq_top_20_then_bs_v2,2026-03-10,2026-03-11,2026-03-24,10,1,5,600821,金开新能,,0,bs_score_v2,73.34,76.29,28.1,73.34,,,,,,,9.66,11.07,0.14596273291925477
liq_top_20_then_bs_v2,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,bs_score_v2,73.21,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq_top_20_then_bs_v2,2026-03-10,2026-03-11,2026-03-24,10,1,5,002432,九安医疗,,0,bs_score_v2,72.83,75.39,27.41,72.83,,,,,,,53.11,60.85,0.14573526642816792
liq_top_20_then_bs_v2,2026-03-10,2026-03-11,2026-03-24,10,1,5,603588,高能环境,,0,bs_score_v2,72.79,74.03,26.0,72.79,,,,,,,14.6158,13.6293,-0.06749545012931213
liq20_score_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,score,81.64,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_score_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,score,81.29,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_score_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300900,广联航空,,0,score,81.08,81.08,28.18,71.77,,,,,,,43.64,35.08,-0.19615032080659955
liq20_score_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,score,80.2,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq20_score_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,688257,新锐股份,,0,score,79.45,79.45,24.45,72.08,,,,,,,82.38,62.96,-0.23573682932750661
liq20_score_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,score,83.7287,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_score_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,score,81.64,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_score_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300900,广联航空,,0,score,81.08,81.08,28.18,71.77,,,,,,,43.64,35.08,-0.19615032080659955
liq20_score_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,score,80.2,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq20_score_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,688257,新锐股份,,0,score,79.45,79.45,24.45,72.08,,,,,,,82.38,62.96,-0.23573682932750661
liq20_score_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,score,85.35450000000002,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_score_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,score,81.64,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_score_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300900,广联航空,,0,score,81.08,81.08,28.18,71.77,,,,,,,43.64,35.08,-0.19615032080659955
liq20_score_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,601877,正泰电器,,1,score,80.98649999999999,77.13,27.87,68.42,,,,,TRADE,,40.1,34.8,-0.13216957605985047
liq20_score_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,002015,协鑫能科,,1,score,80.9025,77.05,28.39,62.83,,,,,TRADE,,18.01,19.8,0.09938922820655183
liq20_score_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,score,87.79320000000001,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_score_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,601877,正泰电器,,1,score,83.3004,77.13,27.87,68.42,,,,,TRADE,,40.1,34.8,-0.13216957605985047
liq20_score_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,002015,协鑫能科,,1,score,83.214,77.05,28.39,62.83,,,,,TRADE,,18.01,19.8,0.09938922820655183
liq20_score_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,score,81.64,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_score_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300900,广联航空,,0,score,81.08,81.08,28.18,71.77,,,,,,,43.64,35.08,-0.19615032080659955
liq20_bs_score_v2_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,bs_score_v2,75.33,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_bs_score_v2_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,600821,金开新能,,0,bs_score_v2,73.34,76.29,28.1,73.34,,,,,,,9.66,11.07,0.14596273291925477
liq20_bs_score_v2_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,bs_score_v2,73.21,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq20_bs_score_v2_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,002432,九安医疗,,0,bs_score_v2,72.83,75.39,27.41,72.83,,,,,,,53.11,60.85,0.14573526642816792
liq20_bs_score_v2_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,603588,高能环境,,0,bs_score_v2,72.79,74.03,26.0,72.79,,,,,,,14.6158,13.6293,-0.06749545012931213
liq20_bs_score_v2_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,bs_score_v2,75.33,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_bs_score_v2_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,bs_score_v2,73.8922,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_bs_score_v2_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,600821,金开新能,,0,bs_score_v2,73.34,76.29,28.1,73.34,,,,,,,9.66,11.07,0.14596273291925477
liq20_bs_score_v2_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,bs_score_v2,73.21,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq20_bs_score_v2_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,002432,九安医疗,,0,bs_score_v2,72.83,75.39,27.41,72.83,,,,,,,53.11,60.85,0.14573526642816792
liq20_bs_score_v2_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,bs_score_v2,75.33,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_bs_score_v2_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,bs_score_v2,75.327,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_bs_score_v2_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,600821,金开新能,,0,bs_score_v2,73.34,76.29,28.1,73.34,,,,,,,9.66,11.07,0.14596273291925477
liq20_bs_score_v2_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000534,万泽股份,,0,bs_score_v2,73.21,80.2,26.89,73.21,,,,,,,47.45,39.73,-0.16269757639620663
liq20_bs_score_v2_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,002432,九安医疗,,0,bs_score_v2,72.83,75.39,27.41,72.83,,,,,,,53.11,60.85,0.14573526642816792
liq20_bs_score_v2_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,300693,盛弘股份,,1,bs_score_v2,77.4792,81.29,25.34,71.74,,,,,TRADE,,48.5,44.3,-0.08659793814432992
liq20_bs_score_v2_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,000533,顺钠股份,,0,bs_score_v2,75.33,81.64,27.72,75.33,,,,,,,18.19,17.06,-0.062122045079714305
liq20_bs_score_v2_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,601877,正泰电器,,1,bs_score_v2,73.8936,77.13,27.87,68.42,,,,,TRADE,,40.1,34.8,-0.13216957605985047
liq20_bs_score_v2_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,600821,金开新能,,0,bs_score_v2,73.34,76.29,28.1,73.34,,,,,,,9.66,11.07,0.14596273291925477
liq20_bs_score_v2_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,10,1,5,002112,三变科技,,1,bs_score_v2,73.27799999999999,68.01,28.69,67.85,,,,,WATCH,,27.31,23.68,-0.13291834492859755
baseline_full_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,score,82.28,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
baseline_full_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,688097,博众精工,,0,score,81.64,81.64,22.96,73.01,,,,,,,55.0,57.44,0.04436363636363638
baseline_full_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
baseline_full_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,688179,阿拉丁,,0,score,81.35,81.35,18.55,72.36,,,,,,,19.9,17.0,-0.14572864321608037
baseline_full_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
baseline_b_score_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,002654,万润科技,,1,bs_score_v2,71.69,65.86,25.82,71.69,,,,,WATCH,,16.1,14.85,-0.07763975155279512
baseline_b_score_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,bs_score_v2,70.73,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
baseline_b_score_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,300569,天能重工,,1,bs_score_v2,69.39,77.99,16.58,69.39,,,,,TRADE,,6.9,7.51,0.08840579710144914
baseline_b_score_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,300491,通合科技,,1,bs_score_v2,68.72,77.0,19.91,68.72,,,,,TRADE,,31.1041,24.785,-0.20315971206368288
baseline_b_score_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,000966,长源电力,,1,bs_score_v2,68.37,75.58,20.75,68.37,,,,,TRADE,,4.98,5.57,0.11847389558232924
baseline_full_liquidity,2026-03-11,2026-03-12,2026-03-25,10,1,5,300308,中际旭创,,0,s_liquidity,30.0,34.65,30.0,44.31,,,,,,,557.909,629.1431,0.1276804998664658
baseline_full_liquidity,2026-03-11,2026-03-12,2026-03-25,10,1,5,300394,天孚通信,,0,s_liquidity,29.99,50.65,29.99,58.51,,,,,,,331.0,318.1,-0.03897280966767369
baseline_full_liquidity,2026-03-11,2026-03-12,2026-03-25,10,1,5,300502,新易盛,,0,s_liquidity,29.99,35.99,29.99,40.89,,,,,,,400.01,476.2,0.19047023824404397
baseline_full_liquidity,2026-03-11,2026-03-12,2026-03-25,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,59.26,29.98,69.49,,,,,,,406.2728,404.0485,-0.005474892732174164
baseline_full_liquidity,2026-03-11,2026-03-12,2026-03-25,10,1,5,601899,紫金矿业,,0,s_liquidity,29.98,34.65,29.98,45.38,,,,,,,36.79,33.24,-0.09649361239467236
liq_top_10_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
liq_top_10_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq_top_10_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,002202,金风科技,,0,score,79.46,79.46,29.87,72.32,,,,,,,29.94,28.31,-0.05444221776887115
liq_top_10_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,002015,协鑫能科,,1,score,79.27,79.27,28.79,64.04,,,,,TRADE,,20.0,20.02,0.0009999999999998899
liq_top_10_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,002709,天赐材料,,0,score,77.26,77.26,29.22,71.2,,,,,,,48.267,43.5006,-0.09875069923550261
liq_top_20_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,score,82.28,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq_top_20_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
liq_top_20_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq_top_20_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,score,80.74,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq_top_20_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,300850,新强联,,0,score,79.98,79.98,26.37,72.92,,,,,,,50.304,47.7158,-0.05145117684478373
liq_top_30_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,score,82.28,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq_top_30_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,688097,博众精工,,0,score,81.64,81.64,22.96,73.01,,,,,,,55.0,57.44,0.04436363636363638
liq_top_30_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
liq_top_30_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq_top_30_then_score,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,score,80.74,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq_top_20_then_bs_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,bs_score_v2,76.83,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq_top_20_then_bs_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,bs_score_v2,73.14,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq_top_20_then_bs_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,300850,新强联,,0,bs_score_v2,72.92,79.98,26.37,72.92,,,,,,,50.304,47.7158,-0.05145117684478373
liq_top_20_then_bs_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,002202,金风科技,,0,bs_score_v2,72.32,79.46,29.87,72.32,,,,,,,29.94,28.31,-0.05444221776887115
liq_top_20_then_bs_v2,2026-03-11,2026-03-12,2026-03-25,10,1,5,002396,星网锐捷,,0,bs_score_v2,72.14,75.6,24.28,72.14,,,,,,,32.04,27.61,-0.13826466916354552
liq20_score_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,score,82.28,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_score_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
liq20_score_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq20_score_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,score,80.74,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_score_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300850,新强联,,0,score,79.98,79.98,26.37,72.92,,,,,,,50.304,47.7158,-0.05145117684478373
liq20_score_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,score,83.1622,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_score_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,score,82.28,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_score_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002015,协鑫能科,,1,score,81.6481,79.27,28.79,64.04,,,,,TRADE,,20.0,20.02,0.0009999999999998899
liq20_score_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
liq20_score_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq20_score_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,score,84.777,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_score_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002015,协鑫能科,,1,score,83.23349999999999,79.27,28.79,64.04,,,,,TRADE,,20.0,20.02,0.0009999999999998899
liq20_score_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,score,82.28,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_score_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,601778,晶科科技,,0,score,81.56,81.56,28.06,64.25,,,,,,,5.91,5.92,0.0016920473773265332
liq20_score_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,score,81.03,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq20_score_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,score,87.1992,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_score_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002015,协鑫能科,,1,score,85.6116,79.27,28.79,64.04,,,,,TRADE,,20.0,20.02,0.0009999999999998899
liq20_score_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002812,恩捷股份,,1,score,82.7928,76.66,28.87,65.34,,,,,TRADE,,69.39,67.01,-0.03429889033001865
liq20_score_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002756,永兴材料,,1,score,82.4688,76.36,27.35,66.65,,,,,TRADE,,73.45,72.41,-0.014159292035398341
liq20_score_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,000839,国安股份,,1,score,82.458,76.35,25.31,65.57,,,,,TRADE,,4.16,3.52,-0.15384615384615385
liq20_bs_score_v2_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,bs_score_v2,76.83,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_bs_score_v2_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,bs_score_v2,73.14,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq20_bs_score_v2_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300850,新强联,,0,bs_score_v2,72.92,79.98,26.37,72.92,,,,,,,50.304,47.7158,-0.05145117684478373
liq20_bs_score_v2_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002202,金风科技,,0,bs_score_v2,72.32,79.46,29.87,72.32,,,,,,,29.94,28.31,-0.05444221776887115
liq20_bs_score_v2_b_bonus_0pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002396,星网锐捷,,0,bs_score_v2,72.14,75.6,24.28,72.14,,,,,,,32.04,27.61,-0.13826466916354552
liq20_bs_score_v2_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,bs_score_v2,76.83,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_bs_score_v2_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002654,万润科技,,1,bs_score_v2,73.8407,65.86,25.82,71.69,,,,,WATCH,,16.1,14.85,-0.07763975155279512
liq20_bs_score_v2_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,bs_score_v2,73.14,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq20_bs_score_v2_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300850,新强联,,0,bs_score_v2,72.92,79.98,26.37,72.92,,,,,,,50.304,47.7158,-0.05145117684478373
liq20_bs_score_v2_b_bonus_3pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,bs_score_v2,72.8519,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_bs_score_v2_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,bs_score_v2,76.83,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_bs_score_v2_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002654,万润科技,,1,bs_score_v2,75.2745,65.86,25.82,71.69,,,,,WATCH,,16.1,14.85,-0.07763975155279512
liq20_bs_score_v2_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,bs_score_v2,74.26650000000001,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_bs_score_v2_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,bs_score_v2,73.14,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
liq20_bs_score_v2_b_bonus_5pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300850,新强联,,0,bs_score_v2,72.92,79.98,26.37,72.92,,,,,,,50.304,47.7158,-0.05145117684478373
liq20_bs_score_v2_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,002654,万润科技,,1,bs_score_v2,77.4252,65.86,25.82,71.69,,,,,WATCH,,16.1,14.85,-0.07763975155279512
liq20_bs_score_v2_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603588,高能环境,,0,bs_score_v2,76.83,82.28,26.29,76.83,,,,,,,15.2097,14.6258,-0.03838997481870121
liq20_bs_score_v2_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,300693,盛弘股份,,1,bs_score_v2,76.3884,80.74,25.79,70.73,,,,,TRADE,,50.0,45.42,-0.09160000000000001
liq20_bs_score_v2_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,603063,禾望电气,,1,bs_score_v2,73.2564,72.38,24.53,67.83,,,,,WATCH,,33.17,33.82,0.01959602050045217
liq20_bs_score_v2_b_bonus_8pct,2026-03-11,2026-03-12,2026-03-25,10,1,5,001267,汇绿生态,,0,bs_score_v2,73.14,81.03,28.58,73.14,,,,,,,47.99,40.89,-0.14794748906022093
baseline_full_score,2026-03-12,2026-03-13,2026-03-26,10,1,5,002015,协鑫能科,,1,score,83.39,83.39,29.02,58.87,,,,,TRADE,,21.36,18.61,-0.12874531835205993
baseline_full_score,2026-03-12,2026-03-13,2026-03-26,10,1,5,600683,京投发展,,0,score,82.49,82.49,21.84,71.54,,,,,,,7.91,10.49,0.3261694058154234
baseline_full_score,2026-03-12,2026-03-13,2026-03-26,10,1,5,002455,百川股份,,0,score,81.65,81.65,28.19,64.64,,,,,,,16.53,13.1,-0.207501512401694
baseline_full_score,2026-03-12,2026-03-13,2026-03-26,10,1,5,603588,高能环境,,0,score,81.47,81.47,26.63,76.26,,,,,,,16.1055,14.1326,-0.12249852534848338
baseline_full_score,2026-03-12,2026-03-13,2026-03-26,10,1,5,603778,国晟科技,,0,score,81.33,81.33,28.21,71.82,,,,,,,21.6,22.09,0.02268518518518503
baseline_b_score_v2,2026-03-12,2026-03-13,2026-03-26,10,1,5,300569,天能重工,,1,bs_score_v2,71.24,79.96,17.68,71.24,,,,,TRADE,,7.15,7.14,-0.0013986013986014845
baseline_b_score_v2,2026-03-12,2026-03-13,2026-03-26,10,1,5,600157,永泰能源,,1,bs_score_v2,70.43,77.04,29.24,70.43,,,,,TRADE,,2.01,1.95,-0.02985074626865658
baseline_b_score_v2,2026-03-12,2026-03-13,2026-03-26,10,1,5,600098,广州发展,,1,bs_score_v2,70.28,77.51,19.13,70.28,,,,,TRADE,,8.05,8.36,0.03850931677018621
baseline_b_score_v2,2026-03-12,2026-03-13,2026-03-26,10,1,5,000791,甘肃能源,,1,bs_score_v2,69.75,77.95,23.92,69.75,,,,,TRADE,,8.77,8.96,0.02166476624857494
baseline_b_score_v2,2026-03-12,2026-03-13,2026-03-26,10,1,5,000966,长源电力,,1,bs_score_v2,69.42,76.21,21.33,69.42,,,,,TRADE,,5.15,5.87,0.13980582524271834
baseline_full_liquidity,2026-03-12,2026-03-13,2026-03-26,10,1,5,300308,中际旭创,,0,s_liquidity,30.0,34.42,30.0,43.7,,,,,,,527.1226,614.9263,0.1665716856002757
baseline_full_liquidity,2026-03-12,2026-03-13,2026-03-26,10,1,5,300394,天孚通信,,0,s_liquidity,29.99,57.26,29.99,61.75,,,,,,,323.18,325.0,0.005631536604987941
baseline_full_liquidity,2026-03-12,2026-03-13,2026-03-26,10,1,5,300502,新易盛,,0,s_liquidity,29.99,46.36,29.99,47.24,,,,,,,373.18,457.0,0.22461010772281464
baseline_full_liquidity,2026-03-12,2026-03-13,2026-03-26,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,33.69,29.98,54.77,,,,,,,400.0568,408.812,0.02188489234528701
